Word,Valence Mean,Arousal Mean,Dominance Mean
畏縮,3.5,2.0,
陰慘,2.5,3.3,
減免,5.4,1.6,
養不起,3.1,3.2,
不修邊幅,3.9,2.9,
憎惡,1.7,7.3,
趁火打劫,2.5,6.5,
動粗,3.3,6.8,
拳打腳踢,3.2,6.9,
撕碎,3.6,6.2,
好戰者,4.1,5.3,
好戰份子,4.1,5.3,
占用,4.5,2.5,
浪蕩,3.4,4.8,
亂說,3.6,4.2,
亂說話,3.6,4.2,
亂講,3.6,4.2,
亂講話,3.6,4.2,
憋死,3.2,5.4,
臨死,2.7,5.0,
干政,3.5,5.3,
乘勝追擊,6.8,7.3,
陷落,3.6,5.1,
慢吞吞,4.5,2.8,
色慾,3.9,6.1,
鬧革命,3.7,6.4,
絆倒,4.6,4.1,
吊兒郎當,4.0,3.8,
鬱結,2.9,2.9,
見死不救,2.2,5.8,
退避,4.1,3.2,
惱火,3.1,6.5,
不務正業,3.0,4.8,
氣死,2.4,7.6,
氣死人,2.4,7.6,
野蠻人,3.0,5.6,
顛沛流離,3.2,4.7,
小家子氣,4.2,3.8,
增設,5.3,2.4,
踹開,4.0,5.5,
憎恨,1.8,8.2,
猛砍,2.6,7.8,
毒手,2.3,6.9,
始作俑者,4.0,4.7,
不恥,3.3,4.8,
分崩離析,3.3,5.1,
耐穿,5.8,2.8,
氣沖沖,3.5,7.1,
歡躍,7.3,7.3,
認輸,3.9,3.5,
變弱,3.9,3.0,
犯愁,3.6,4.3,
世故,4.1,2.4,
不快,3.7,4.5,
潑冷水,3.8,3.5,
愛莫能助,4.4,3.0,
無名小卒,4.4,2.3,
酒鬼,3.1,4.4,
不擇手段,2.9,5.5,
怒髮衝冠,2.4,8.4,
不信,4.3,4.0,
不懼,5.4,5.3,
痛恨,2.1,7.3,
狂野,5.6,6.7,
結仇,3.1,6.2,
煩死,2.7,5.7,
剽竊,2.9,5.0,
悲痛欲絕,1.5,8.5,
做作,3.4,4.7,
欠扁,3.4,6.3,
死要面子,3.6,4.2,
淒涼,2.4,3.5,
不規則,4.7,1.8,
無語,4.4,1.9,
揭穿,4.9,3.5,
私通,2.9,4.9,
勒死,1.7,6.5,
泛濫,3.9,4.0,
狡滑,2.8,5.0,
狡猾,2.8,5.0,
恣意妄為,2.9,5.8,
挺而走險,4.2,5.6,
不合宜,4.3,2.2,
拒付,4.2,2.7,
乾咳,4.6,2.9,
紙老虎,3.9,3.4,
智巧,6.6,3.3,
痛打,3.4,7.1,
驚惶失措,3.6,6.9,
閒混,3.9,2.7,
人人自危,3.6,5.0,
胡謅,3.4,4.8,
胡說,3.4,4.8,
胡說八道,3.4,4.8,
善罷干休,4.0,6.7,
逞威,3.8,5.4,
懶,4.6,2.4,
懶得,4.6,2.4,
掉淚,3.2,5.0,
失焦,4.5,2.9,
死鬼,4.2,4.8,
不必要,4.7,2.8,
下毒,2.4,6.9,
打碎,3.9,5.5,
害蟲,3.4,4.6,
羞澀,5.1,3.0,
男盜女娼,1.9,5.5,
心虛,3.8,3.2,
猛推,4.6,6.5,
愛面子,4.2,4.1,
不懷好意,3.7,4.5,
憂懼,3.4,5.1,
餓死,2.4,5.7,
輸光,2.8,6.3,
臭屁,3.8,4.8,
大嚷,4.3,6.9,
鬧大,3.8,7.3,
德政,7.3,4.9,
眼花,4.3,2.8,
含情脈脈,6.6,4.8,
轟動一時,5.9,7.7,
有病,3.3,4.5,
搞鬼,3.4,4.7,
偽善,3.6,3.9,
粗劣,3.5,3.3,
違禁品,3.4,2.4,
反壟斷,5.0,3.5,
甩不掉,4.7,3.2,
老態龍鍾,4.5,2.4,
強奪,2.9,5.1,
沒完沒了,3.7,4.0,
交媾,4.4,5.6,
亡羊補牢,5.2,4.4,
邋遢,3.6,3.3,
扯破,3.9,4.2,
杜絕,5.1,3.8,
反胃,3.8,4.7,
乖僻,4.7,3.0,
地牢,3.6,3.0,
奴役,2.2,4.9,
自慰,4.6,4.6,
正常化,5.1,2.3,
不恰當,4.4,3.0,
圈套,3.5,4.2,
遼闊,5.6,3.6,
嫻雅,6.2,2.7,
挾怨報復,3.0,4.9,
碰傷,4.2,4.3,
潦倒,3.6,3.7,
凌辱,2.1,6.3,
含恨,2.2,6.5,
心有餘悸,3.3,5.4,
謀反,2.2,5.0,
世儈,3.4,4.1,
愚鈍,3.5,3.3,
福音,6.6,4.1,
胡搞,4.0,4.2,
遮蔽,4.8,2.8,
無價值,4.6,2.4,
沒價值,4.6,2.4,
離群,4.7,2.5,
反悔,4.0,4.0,
吵,4.0,4.8,
吵到,4.0,4.8,
不知,4.6,2.5,
猛撞,3.8,5.2,
性急,4.4,5.3,
僵痛,4.1,4.0,
以訛傳訛,3.7,3.7,
擅離職守,3.5,4.3,
整死,2.2,5.8,
叫囂,3.0,5.8,
斷掉,4.4,3.8,
醜八怪,3.7,4.2,
援交,3.8,4.1,
虛脫,4.1,3.5,
搞政變,2.7,5.4,
惡勢力,2.9,4.9,
好自為之,3.8,3.2,
不學無術,3.7,3.6,
愁苦,3.4,3.5,
喪親,1.9,6.5,
眩光,3.9,3.1,
半死,2.5,4.5,
兩光,4.2,4.2,
左右為難,4.2,4.4,
窩囊,3.1,3.9,
不忠,2.9,4.2,
打亂,3.8,4.7,
女巫,4.1,3.4,
大驚小怪,4.6,4.8,
挑撥離間,3.3,5.0,
大鬧,2.9,5.3,
嫌惡,3.8,4.1,
誤傳,4.4,3.0,
吵鬧聲,4.2,3.8,
短淺,4.1,2.6,
搖尾乞憐,3.1,4.1,
陰險,3.2,4.3,
仗著,4.0,3.7,
吹捧,4.2,4.7,
健忘,4.7,2.8,
混球,3.1,4.8,
忿恨,3.0,6.1,
清涼,5.2,2.6,
屈辱,2.9,4.9,
亂吼,3.7,5.5,
惹毛,3.7,5.0,
死不瞑目,1.9,5.7,
耍狠,3.1,5.7,
誤入,4.2,3.9,
痛哭,2.7,5.6,
慟哭,2.7,5.6,
殘害,2.5,5.9,
爭鬥,3.2,5.3,
忌諱,3.6,4.3,
虛幻,4.7,2.8,
大罵,3.9,4.8,
逆行倒施,3.6,3.6,
皺眉,3.8,3.6,
皺眉頭,3.8,3.6,
不適當,4.1,3.1,
豬狗不如,2.3,5.1,
苦役,2.7,4.1,
慌忙,4.2,5.2,
胖,4.5,2.8,
抓傷,3.9,3.7,
逼問,3.3,5.5,
蝕壞,3.3,3.9,
忍痛,3.4,5.0,
昏昏欲睡,4.1,3.3,
微不足道,4.8,3.0,
玩世不恭,4.0,3.7,
落荒而逃,3.5,5.8,
折舊,4.0,3.4,
哄誘,3.7,4.3,
橫行霸道,2.6,5.3,
令人驚羨,5.4,4.7,
吹噓,4.3,4.5,
五味雜陳,4.2,4.4,
砰然,5.5,6.1,
雜事,4.9,3.6,
矯揉造作,3.9,3.6,
攙假,3.5,3.9,
沈現,3.9,3.7,
沉陷,3.9,3.7,
不近情理,3.9,3.4,
殘疾,4.1,3.0,
割破,4.0,4.0,
割裂,4.0,4.0,
頑皮,4.8,3.3,
危困,3.8,4.3,
孩子氣,4.5,3.4,
言不及義,4.4,3.1,
水汪汪,6.7,4.9,
透亮,7.2,4.7,
不油膩,6.0,4.8,
不粘不糊,6.4,4.9,
不暈染,6.6,4.8,
不暗沈,6.6,5.1,
不暗沉,6.6,5.1,
不黯沉,6.6,5.1,
不黏,6.0,3.7,
不黏膩,6.2,3.8,
水嫩緊緻,7.7,5.2,
白皙,7.1,4.2,
好沖淨,6.8,4.6,
好推勻,6.9,4.4,
好塗,6.6,4.3,
好聞,6.3,4.3,
死白,3.3,5.6,
妖艷,5.8,5.5,
妖豔,5.8,5.5,
明亮動人,7.3,6.2,
油亮,5.3,4.4,
油油亮亮,5.3,4.4,
油油滑滑,3.9,4.3,
油膩,2.7,5.2,
油油膩膩,2.7,5.2,
肥厚,3.1,4.2,
亮晶晶,6.3,5.1,
亮麗,6.9,4.7,
俏麗,6.9,4.7,
柔亮,6.8,4.8,
柔柔亮亮,6.8,4.8,
柔弱,4.8,2.9,
柔嫩,6.4,4.2,
柔柔嫩嫩,6.4,4.2,
粉嫩,6.6,4.2,
粉粉嫩嫩,6.6,4.2,
純凈,6.8,3.0,
素雅,6.2,3.1,
乾硬,2.9,5.2,
乾裂,2.5,5.7,
乾癟,2.7,5.1,
乾癢,3.0,5.9,
堅挺,6.4,4.2,
淡雅,6.4,2.5,
淨白滑嫩,7.6,4.5,
清純,5.8,3.9,
清甜,5.9,4.2,
細致,5.8,3.4,
軟嫩,5.9,5.2,
晶瑩剔透,7.8,6.5,
無眉怪,2.9,5.7,
舒爽,6.5,5.3,
嗆鼻,2.5,6.6,
圓滑,6.4,3.4,
圓滾滾,5.1,4.4,
圓潤,5.7,4.1,
塗不勻,3.4,5.7,
暗沈,2.7,5.2,
暗沉,2.7,5.2,
黯沉,2.7,5.2,
暗變亮,6.6,6.3,
滑順好塗,7.1,6.0,
滑嫩,6.8,5.3,
滑膩,5.0,4.9,
群芳爭艷,7.3,6.0,
嫩滑,6.8,5.3,
蒼白,3.3,4.2,
輕盈,7.0,4.8,
嬌柔,6.4,2.8,
嬌貴,6.0,3.0,
嬌嫩,5.9,3.6,
皺裂,2.0,5.5,
濃豔,5.8,5.5,
鮮嫩,7.0,4.6,
黏悶,2.8,5.6,
黏膩,2.7,5.8,
艷麗,5.8,4.5,
豔麗,5.8,4.5,
苗條,6.7,3.8,
修長,7.0,4.5,
